,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
941,Cyprus,CYP,1/11/2021,0.0,0.0,0.0,0.0,566.0,0.0,0.0,0.0,646.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
942,Cyprus,CYP,1/12/2021,0.0,0.0,0.0,0.0,588.0,0.0,0.0,0.0,671.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
943,Cyprus,CYP,1/13/2021,0.0,0.0,0.0,0.0,604.0,0.0,0.0,0.0,690.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
944,Cyprus,CYP,1/14/2021,0.0,0.0,0.0,0.0,628.0,0.0,0.0,0.0,717.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
945,Cyprus,CYP,1/15/2021,0.0,0.0,0.0,0.0,651.0,0.0,0.0,0.0,743.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
946,Cyprus,CYP,1/16/2021,10226.0,10226.0,0.0,0.0,675.0,1.17,1.17,0.0,771.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
947,Cyprus,CYP,1/17/2021,0.0,0.0,0.0,0.0,752.0,0.0,0.0,0.0,859.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
948,Cyprus,CYP,1/18/2021,0.0,0.0,0.0,0.0,806.0,0.0,0.0,0.0,920.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
949,Cyprus,CYP,1/19/2021,0.0,0.0,0.0,0.0,859.0,0.0,0.0,0.0,981.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
950,Cyprus,CYP,1/20/2021,0.0,0.0,0.0,0.0,913.0,0.0,0.0,0.0,1042.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
951,Cyprus,CYP,1/21/2021,0.0,0.0,0.0,0.0,966.0,0.0,0.0,0.0,1103.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
952,Cyprus,CYP,1/22/2021,0.0,0.0,0.0,0.0,1020.0,0.0,0.0,0.0,1165.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
953,Cyprus,CYP,1/23/2021,17739.0,15322.0,2057.0,0.0,1073.0,2.03,1.75,0.23,1225.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
954,Cyprus,CYP,1/24/2021,0.0,0.0,0.0,0.0,1079.0,0.0,0.0,0.0,1232.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
955,Cyprus,CYP,1/25/2021,0.0,0.0,0.0,0.0,1084.0,0.0,0.0,0.0,1238.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
956,Cyprus,CYP,1/26/2021,0.0,0.0,0.0,0.0,1090.0,0.0,0.0,0.0,1244.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
957,Cyprus,CYP,1/27/2021,0.0,0.0,0.0,0.0,1095.0,0.0,0.0,0.0,1250.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
958,Cyprus,CYP,1/28/2021,0.0,0.0,0.0,0.0,1101.0,0.0,0.0,0.0,1257.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
959,Cyprus,CYP,1/29/2021,0.0,0.0,0.0,0.0,1106.0,0.0,0.0,0.0,1263.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
960,Cyprus,CYP,1/30/2021,25519.0,19618.0,5551.0,0.0,1111.0,2.91,2.24,0.63,1268.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
961,Cyprus,CYP,1/31/2021,0.0,0.0,0.0,0.0,1102.0,0.0,0.0,0.0,1258.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
962,Cyprus,CYP,2/1/2021,0.0,0.0,0.0,0.0,1093.0,0.0,0.0,0.0,1248.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
963,Cyprus,CYP,2/2/2021,0.0,0.0,0.0,0.0,1083.0,0.0,0.0,0.0,1236.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
964,Cyprus,CYP,2/3/2021,0.0,0.0,0.0,0.0,1074.0,0.0,0.0,0.0,1226.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
965,Cyprus,CYP,2/4/2021,0.0,0.0,0.0,0.0,1064.0,0.0,0.0,0.0,1215.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
966,Cyprus,CYP,2/5/2021,0.0,0.0,0.0,0.0,1055.0,0.0,0.0,0.0,1204.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
967,Cyprus,CYP,2/6/2021,32837.0,22813.0,10024.0,0.0,1045.0,3.75,2.6,1.14,1193.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
968,Cyprus,CYP,2/7/2021,0.0,0.0,0.0,0.0,1133.0,0.0,0.0,0.0,1294.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
969,Cyprus,CYP,2/8/2021,0.0,0.0,0.0,0.0,1220.0,0.0,0.0,0.0,1393.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
970,Cyprus,CYP,2/9/2021,0.0,0.0,0.0,0.0,1307.0,0.0,0.0,0.0,1492.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
971,Cyprus,CYP,2/10/2021,0.0,0.0,0.0,0.0,1394.0,0.0,0.0,0.0,1592.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
972,Cyprus,CYP,2/11/2021,0.0,0.0,0.0,0.0,1482.0,0.0,0.0,0.0,1692.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
973,Cyprus,CYP,2/12/2021,0.0,0.0,0.0,0.0,1569.0,0.0,0.0,0.0,1791.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
974,Cyprus,CYP,2/13/2021,44429.0,29592.0,14837.0,0.0,1656.0,5.07,3.38,1.69,1891.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
975,Cyprus,CYP,2/14/2021,0.0,0.0,0.0,0.0,1672.0,0.0,0.0,0.0,1909.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
976,Cyprus,CYP,2/15/2021,0.0,0.0,0.0,0.0,1687.0,0.0,0.0,0.0,1926.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
977,Cyprus,CYP,2/16/2021,0.0,0.0,0.0,0.0,1703.0,0.0,0.0,0.0,1944.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
978,Cyprus,CYP,2/17/2021,0.0,0.0,0.0,0.0,1719.0,0.0,0.0,0.0,1963.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
979,Cyprus,CYP,2/18/2021,0.0,0.0,0.0,0.0,1735.0,0.0,0.0,0.0,1981.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
980,Cyprus,CYP,2/19/2021,0.0,0.0,0.0,0.0,1750.0,0.0,0.0,0.0,1998.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
981,Cyprus,CYP,2/20/2021,56791.0,37570.0,19221.0,0.0,1766.0,6.48,4.29,2.19,2016.0,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf
982,Czechia,CZE,12/27/2020,1261.0,1261.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
983,Czechia,CZE,12/28/2020,3545.0,3545.0,0.0,2284.0,2284.0,0.03,0.03,0.0,213.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
984,Czechia,CZE,12/29/2020,7005.0,7005.0,0.0,3460.0,2872.0,0.07,0.07,0.0,268.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
985,Czechia,CZE,12/30/2020,10474.0,10474.0,0.0,3469.0,3071.0,0.1,0.1,0.0,287.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
986,Czechia,CZE,12/31/2020,11785.0,11785.0,0.0,1311.0,2631.0,0.11,0.11,0.0,246.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
987,Czechia,CZE,1/1/2021,12047.0,12047.0,0.0,262.0,2157.0,0.11,0.11,0.0,201.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
988,Czechia,CZE,1/2/2021,13305.0,13305.0,0.0,1258.0,2007.0,0.12,0.12,0.0,187.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
989,Czechia,CZE,1/3/2021,14221.0,14221.0,0.0,916.0,1851.0,0.13,0.13,0.0,173.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
990,Czechia,CZE,1/4/2021,17791.0,17791.0,0.0,3570.0,2035.0,0.17,0.17,0.0,190.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
991,Czechia,CZE,1/5/2021,22299.0,22299.0,0.0,4508.0,2185.0,0.21,0.21,0.0,204.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
992,Czechia,CZE,1/6/2021,28107.0,28107.0,0.0,5808.0,2519.0,0.26,0.26,0.0,235.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
993,Czechia,CZE,1/7/2021,36049.0,36049.0,0.0,7942.0,3466.0,0.34,0.34,0.0,324.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
994,Czechia,CZE,1/8/2021,45991.0,45991.0,0.0,9942.0,4849.0,0.43,0.43,0.0,453.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
995,Czechia,CZE,1/9/2021,47987.0,47987.0,0.0,1996.0,4955.0,0.45,0.45,0.0,463.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
996,Czechia,CZE,1/10/2021,49703.0,49703.0,0.0,1716.0,5069.0,0.46,0.46,0.0,473.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
997,Czechia,CZE,1/11/2021,59473.0,59473.0,0.0,9770.0,5955.0,0.56,0.56,0.0,556.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
998,Czechia,CZE,1/12/2021,72847.0,72847.0,0.0,13374.0,7221.0,0.68,0.68,0.0,674.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
999,Czechia,CZE,1/13/2021,86326.0,86326.0,0.0,13479.0,8317.0,0.81,0.81,0.0,777.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1000,Czechia,CZE,1/14/2021,101454.0,101454.0,0.0,15128.0,9344.0,0.95,0.95,0.0,873.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1001,Czechia,CZE,1/15/2021,115298.0,115298.0,0.0,13844.0,9901.0,1.08,1.08,0.0,925.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1002,Czechia,CZE,1/16/2021,118644.0,118644.0,0.0,3346.0,10094.0,1.11,1.11,0.0,943.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1003,Czechia,CZE,1/17/2021,121716.0,121091.0,625.0,3072.0,10288.0,1.14,1.13,0.01,961.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1004,Czechia,CZE,1/18/2021,135924.0,133518.0,2406.0,14208.0,10922.0,1.27,1.25,0.02,1020.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1005,Czechia,CZE,1/19/2021,150909.0,145814.0,5095.0,14985.0,11152.0,1.41,1.36,0.05,1041.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1006,Czechia,CZE,1/20/2021,166897.0,159185.0,7712.0,15988.0,11510.0,1.56,1.49,0.07,1075.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1007,Czechia,CZE,1/21/2021,183926.0,174504.0,9422.0,17029.0,11782.0,1.72,1.63,0.09,1100.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1008,Czechia,CZE,1/22/2021,199532.0,189106.0,10426.0,15606.0,12033.0,1.86,1.77,0.1,1124.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1009,Czechia,CZE,1/23/2021,203583.0,192318.0,11265.0,4051.0,12134.0,1.9,1.8,0.11,1133.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1010,Czechia,CZE,1/24/2021,206671.0,194548.0,12123.0,3088.0,12136.0,1.93,1.82,0.11,1133.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1011,Czechia,CZE,1/25/2021,219115.0,204081.0,15034.0,12444.0,11884.0,2.05,1.91,0.14,1110.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1012,Czechia,CZE,1/26/2021,233392.0,214421.0,18971.0,14277.0,11783.0,2.18,2.0,0.18,1100.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1013,Czechia,CZE,1/27/2021,246702.0,223265.0,23437.0,13310.0,11401.0,2.3,2.08,0.22,1065.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1014,Czechia,CZE,1/28/2021,259761.0,230268.0,29493.0,13059.0,10834.0,2.43,2.15,0.28,1012.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1015,Czechia,CZE,1/29/2021,273538.0,236326.0,37212.0,13777.0,10572.0,2.55,2.21,0.35,987.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1016,Czechia,CZE,1/30/2021,275323.0,237042.0,38281.0,1785.0,10249.0,2.57,2.21,0.36,957.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1017,Czechia,CZE,1/31/2021,277138.0,237735.0,39403.0,1815.0,10067.0,2.59,2.22,0.37,940.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1018,Czechia,CZE,2/1/2021,288591.0,241411.0,47180.0,11453.0,9925.0,2.69,2.25,0.44,927.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1019,Czechia,CZE,2/2/2021,302712.0,245437.0,57275.0,14121.0,9903.0,2.83,2.29,0.53,925.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1020,Czechia,CZE,2/3/2021,317870.0,249699.0,68171.0,15158.0,10167.0,2.97,2.33,0.64,949.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1021,Czechia,CZE,2/4/2021,335477.0,254501.0,80976.0,17607.0,10817.0,3.13,2.38,0.76,1010.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1022,Czechia,CZE,2/5/2021,351278.0,259765.0,91513.0,15801.0,11106.0,3.28,2.43,0.85,1037.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1023,Czechia,CZE,2/6/2021,354409.0,260595.0,93814.0,3131.0,11298.0,3.31,2.43,0.88,1055.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1024,Czechia,CZE,2/7/2021,357545.0,261419.0,96126.0,3136.0,11487.0,3.34,2.44,0.9,1073.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1025,Czechia,CZE,2/8/2021,372682.0,265295.0,107387.0,15137.0,12013.0,3.48,2.48,1.0,1122.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1026,Czechia,CZE,2/9/2021,389412.0,270224.0,119188.0,16730.0,12386.0,3.64,2.52,1.11,1157.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1027,Czechia,CZE,2/10/2021,407631.0,275529.0,132102.0,18219.0,12823.0,3.81,2.57,1.23,1197.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1028,Czechia,CZE,2/11/2021,429470.0,281552.0,147918.0,21839.0,13428.0,4.01,2.63,1.38,1254.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1029,Czechia,CZE,2/12/2021,449816.0,287651.0,162165.0,20346.0,14077.0,4.2,2.69,1.51,1315.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1030,Czechia,CZE,2/13/2021,454241.0,289146.0,165095.0,4425.0,14262.0,4.24,2.7,1.54,1332.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1031,Czechia,CZE,2/14/2021,456582.0,290128.0,166454.0,2341.0,14148.0,4.26,2.71,1.55,1321.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1032,Czechia,CZE,2/15/2021,471791.0,296185.0,175606.0,15209.0,14158.0,4.41,2.77,1.64,1322.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1033,Czechia,CZE,2/16/2021,488567.0,304394.0,184173.0,16776.0,14165.0,4.56,2.84,1.72,1323.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1034,Czechia,CZE,2/17/2021,505409.0,313510.0,191899.0,16842.0,13968.0,4.72,2.93,1.79,1304.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1035,Czechia,CZE,2/18/2021,524246.0,324943.0,199303.0,18837.0,13539.0,4.9,3.03,1.86,1264.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1036,Czechia,CZE,2/19/2021,540474.0,335075.0,205399.0,16228.0,12951.0,5.05,3.13,1.92,1209.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1037,Czechia,CZE,2/20/2021,543477.0,336918.0,206559.0,3003.0,12748.0,5.07,3.15,1.93,1190.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1038,Czechia,CZE,2/21/2021,545381.0,337829.0,207552.0,1904.0,12686.0,5.09,3.15,1.94,1185.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
1039,Denmark,DNK,12/27/2020,6483.0,6483.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
1040,Denmark,DNK,12/28/2020,8467.0,8467.0,0.0,1984.0,1984.0,0.15,0.15,0.0,343.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
1041,Denmark,DNK,12/29/2020,17404.0,17404.0,0.0,8937.0,5460.0,0.3,0.3,0.0,943.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
1042,Denmark,DNK,12/30/2020,28863.0,28863.0,0.0,11459.0,7460.0,0.5,0.5,0.0,1288.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
